Unnamed: 0,Bug ID,Product,Component,Status,Resolution,Summary,Average_Cos_Similarity_Bigram,Average_Cos_Similarity_Score,Changed,Description,Duplicate_Bug_Ids
4415,537910.0,Linux Tools,Docker,CLOSED,DUPLICATE,org.osgi.framework.BundleException: Could not resolve module: org.eclipse.linuxtools.docker.ui,0.018044054619862825,0.013450069225803567,14-08-2018 09:50,please  see the error details below   eclipse buildid               java version       java vendor oracle corporation bootloader constants  os linux  arch    ws gtk  nl en us framework arguments    product com jboss devstudio core product command line arguments    os linux  ws gtk  arch    product com jboss devstudio core product  org eclipse linuxtools docker ui error mon aug         cest   frameworkevent error  org osgi framework bundleexception  could not resolve module  org eclipse linuxtools docker ui       unresolved requirement  require bundle  org eclipse linuxtools docker core  bundle version                bundle symbolicname  org eclipse linuxtools docker core  bundle version            singleton   true         org eclipse linuxtools docker core              unresolved requirement  require bundle  com github jnr unixsocket  bundle version                       bundle symbolicname  com github jnr unixsocket  bundle version                           com github jnr unixsocket                     unresolved requirement  require bundle  com github jnr ffi                      bundle symbolicname  com github jnr ffi  bundle version                                  com github jnr ffi                            unresolved requirement  import package  org objectweb asm  version                                     export package  org objectweb asm  bundle symbolic name  org objectweb asm   bundle version              version                                     org objectweb asm                                   unresolved requirement  require capability  osgi ee  filter                               unresolved requirement  import package  org objectweb asm util  version                                     export package  org objectweb asm util  bundle symbolic name  org objectweb asm util   bundle version              version          uses   org objectweb asm org objectweb asm signature                              org objectweb asm util                                   unresolved requirement  import package  org objectweb asm  version                                            export package  org objectweb asm  bundle symbolic name  org objectweb asm   bundle version              version                         unresolved requirement  import package  jnr ffi byref  version                              export package  jnr ffi byref  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi                  unresolved requirement  import package  jnr ffi annotations  version                              export package  jnr ffi annotations  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi                  unresolved requirement  import package  jnr ffi types  version                              export package  jnr ffi types  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi jnr ffi annotations                  unresolved requirement  import package  jnr enxio channels  version                              export package  jnr enxio channels  bundle symbolic name  com github jnr enxio   bundle version              version          uses   jnr constants platform jnr ffi jnr ffi annotations jnr ffi types                       com github jnr enxio                            unresolved requirement  import package  jnr ffi types  version                                     export package  jnr ffi types  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi jnr ffi annotations                         unresolved requirement  import package  jnr ffi annotations  version                                     export package  jnr ffi annotations  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi                         unresolved requirement  import package  jnr ffi provider jffi  version                                     export package  jnr ffi provider jffi  bundle symbolic name  com github jnr ffi   bundle version              version          uses   com kenai jffi jnr ffi jnr ffi mapper jnr ffi provider jnr ffi types org objectweb asm                         unresolved requirement  import package  jnr ffi  version                                     export package  jnr ffi  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi mapper jnr ffi provider jnr ffi util                         unresolved requirement  require bundle  com github jnr ffi                             bundle symbolicname  com github jnr ffi  bundle version                             unresolved requirement  import package  jnr posix  version                              export package  jnr posix  bundle symbolic name  com github jnr posix   bundle version              version          uses   jnr constants jnr constants platform jnr ffi jnr ffi annotations jnr ffi byref jnr ffi mapper jnr ffi types jnr posix util jnr posix windows                       com github jnr posix                            unresolved requirement  import package  sun misc  resolution   optional                         unresolved requirement  import package  jnr ffi byref  version                                     export package  jnr ffi byref  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi                         unresolved requirement  import package  jnr ffi mapper  version                                     export package  jnr ffi mapper  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi                         unresolved requirement  import package  jnr ffi  version                                     export package  jnr ffi  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi mapper jnr ffi provider jnr ffi util                         unresolved requirement  import package  jnr ffi provider  version                                     export package  jnr ffi provider  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi jnr ffi mapper                         unresolved requirement  import package  jnr ffi annotations  version                                     export package  jnr ffi annotations  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi                         unresolved requirement  import package  jnr ffi types  version                                     export package  jnr ffi types  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi jnr ffi annotations                  unresolved requirement  import package  jnr ffi  version                              export package  jnr ffi  bundle symbolic name  com github jnr ffi   bundle version              version          uses   jnr ffi mapper jnr ffi provider jnr ffi util           unresolved requirement  require bundle  com spotify docker client  bundle version                               bundle symbolicname  com spotify docker client  bundle version                           com spotify docker client                     unresolved requirement  import package  com google api client util  resolution   optional                  unresolved requirement  import package  com google auth    resolution   optional                  unresolved requirement  import package  jnr unixsocket  version                              export package  jnr unixsocket  bundle symbolic name  com github jnr unixsocket   bundle version              version          uses   jnr enxio channels jnr ffi annotations jnr ffi byref jnr ffi types jnr posix           unresolved requirement  require bundle  com github jnr enxio  bundle version                       bundle symbolicname  com github jnr enxio  bundle version               unresolved requirement  require bundle  com spotify docker client  bundle version                bundle symbolicname  com spotify docker client  bundle version               at org eclipse osgi container module start   at org eclipse osgi container modulecontainer containerstartlevel incstartlevel   at org eclipse osgi container modulecontainer containerstartlevel incstartlevel   at org eclipse osgi container modulecontainer containerstartlevel docontainerstartlevel   at org eclipse osgi container modulecontainer containerstartlevel dispatchevent   at org eclipse osgi container modulecontainer containerstartlevel dispatchevent   at org eclipse osgi framework eventmgr eventmanager dispatchevent   at org eclipse osgi framework eventmgr eventmanager eventthread run   related jira     ,537751.0
4550,545514.0,Oomph,Setup,CLOSED,DUPLICATE,The Users cant install eclipse,0.016753513564506772,0.029281624360879156,20-03-2019 00:44,the users can´t download eclipse  because in teh web page apear   handler php vm   pn eclipse   pu   installer pi    png  this message appear in some one version,543613.0
4607,548299.0,Oomph,Setup,CLOSED,DUPLICATE,Executable lost after update,0.018044112382317894,0.03859718626226598,12-09-2019 03:59,i just did an update in my   eclipse installer  after the update the  eclipse inst exe  is gone  obviously  this makes my local installation useless ,530341.0
4630,549278.0,JDT,Text,CLOSED,DUPLICATE,[code mining] cannot change text after the parameter mining information for certain code patterns,0.014276048344572741,0.022958294776124596,15-07-2019 23:54,created attachment   screencast  there is no workaround for this bug other than switching off parameter mining information ,547519.0
4650,550391.0,Platform,IDE,RESOLVED,DUPLICATE,eclipse IDE is not getting downloaded showing server error,0.013567298977739423,0.027191226695983478,23-08-2019 11:59,the requested url  pub eclipse technology epp downloads release luna r eclipse jee luna r     zip was not found on this server ,550315.0
4705,553660.0,Platform,UI,CLOSED,DUPLICATE,Eclipse crash on closing Server configuration,0.01385722871599594,0.025119377836458248,02-12-2019 07:34,created attachment   err  i opened server configuration from server view  changed something  saved configuration  after closing it  eclipse crashed  was blown off  happens quite often when working with server configurations ,551067.0
4722,559509.0,Community,Website,CLOSED,DUPLICATE,https://help.eclipse.org/2019-12 is broken again,0.011160343078199015,0.023982489335392897,27-01-2020 12:54,     is broken  only shows the help for autotools ,559328.0
4729,559834.0,Platform,IDE,CLOSED,DUPLICATE,Console c=System.console(); returning null in java 8,0.010005541082010865,0.01801919224171704,04-02-2020 15:48,system console  returning null  but it is executing through commands in cmd,122429.0
4734,559944.0,z_Archived,titan.ProtocolModules,CLOSED,DUPLICATE,titan.ProtocolModules.MobileL3_v13.4.0 git repository disappeared,0.014635489606152994,0.024661643550881126,23-04-2021 11:30,osmocom org automatic test suites are failing as the   protocol module has disappeared   it cannot be reached either over https nor over git protocol         git simply renders  not found ,559943.0
4743,560515.0,Community,Wiki,CLOSED,DUPLICATE,https://wiki.eclipse.org/ unusable slow,0.001273615263651362,0.0016793147359205713,25-02-2020 10:44,  unusable slow,560485.0
4787,563866.0,JDT,Core,VERIFIED,DUPLICATE,[search] inconsistent search results for return type search,0.013550134367302428,0.023593003141316477,08-07-2020 21:59,trying to search for all methods returning com google common collect multimap string  string   doesn t contains any of the static methods in guava lib like  arraylistmultimap create ,561268.0
4795,564308.0,Community,Marketplace,CLOSED,DUPLICATE,Marketplace website is slow and often timeouts,0.007786638623113412,0.015755623778357073,15-06-2020 16:03,marketplace website is slow and often timeouts  when navigating and searching and basically doing anything ,564056.0
4816,565756.0,Babel,translations,RESOLVED,DUPLICATE,汉化完打不开eclipse,0.007080708589288514,0.002380222940460049,01-09-2020 08:38,redacted by droy        ,565380.0
4848,567925.0,Platform,Text,CLOSED,DUPLICATE,[Quicksearch] does not find all occurences within a file (which are found by regular search),0.01754993788981508,0.03260489790663656,26-04-2021 09:47,created attachment   comparison of both search methods  while regular file search yields   matches  quicksearch does only find     see screenshot where the lines that start with a   are not found ,560977.0
